CD,Cluster,Party,Very low density,Low density,Medium density,High density,Incumbent,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538,Pure rural,Rural-suburban,Low-density suburban,High-density suburban,Urban-suburban,Pure urban
OH-02,Rural-suburban,R,0.2952329629539568,0.2724248930200798,0.320060313065866,0.1122818309600975,"Wenstrup, Brad",0.397,0.5579999999999999,0.43700000000000006,0.547,0.44299999999999995,0.542,0.650034236611722,0.328242412843578,0.0217233505447001,9,Solid R,3,0,0.0453,0,0.0990117787726131,0.45837511302320066,0.24753396218269866,0.12298259058971274,0.055228623429978765,0.01686793200179605
OH-03,High-density suburban,D,4.883468084301357e-4,0.16590556949903892,0.5158829125138411,0.3177231711786898,"Beatty, Joyce",0.67,0.28600000000000003,0.6970000000000001,0.289,0.674,0.313,0.314260119237621,0.685739880762379,0,-19,Solid D,-3,0,1,0,0.01575115577001183,0.028605645490723967,0.06177553321830996,0.7328985825115948,0.14321807133188263,0.017751011677476693
OH-04,Rural-suburban,R,0.44097200889510035,0.377845305120995,0.16259341567316823,0.018589270310736386,"Jordan, Jim",0.307,0.643,0.42,0.56,0.43700000000000006,0.544,0.679888618664459,0.320111381335541,0,14,Solid R,3,0,0.0328,0,0.20936045271933992,0.7082644041036309,0.04410808350249149,0.019233407311852697,0.013012530671871306,0.006021121690813763
OH-05,Rural-suburban,R,0.4266967324936647,0.30918197612330817,0.22193657257375632,0.042184718809270806,"Latta, Bob",0.34600000000000003,0.597,0.441,0.539,0.46,0.522,0.709001104376636,0.290998895623364,0,11,Solid R,3,0,0.0028,0,0.14790906538389567,0.7643625280656384,0.045918200592484214,0.02209376624623963,0.013885283973746679,0.005831155737995417
OH-06,Pure rural,R,0.6590168291131556,0.25771455613362243,0.08326861475322196,0,"Johnson, Bill",0.267,0.693,0.42700000000000005,0.552,0.447,0.531,0.706759591088504,0.293240408911496,0,16,Solid R,3,0,1e-4,0,0.9056432044811313,0.05410595902382438,0.015964455760536178,0.010642789932031545,0.008662026262090245,0.004981564540386298
OH-07,Rural-suburban,R,0.414109933536244,0.39390177168950663,0.1501473311635688,0.041840963610680494,"Gibbs, Bob",0.32799999999999996,0.625,0.442,0.537,0.469,0.509,0.640345918146489,0.289572383404457,0.070081698449054,12,Solid R,3,0,0.0974,0,0.13992551380250096,0.7797647416087553,0.04405567865414957,0.018089048737185174,0.01246687138020969,0.005698145817199158
OH-08,Rural-suburban,R,0.2753774474748707,0.42758096025126996,0.25480871415419043,0.04223287811966885,"Davidson, Warren",0.306,0.6509999999999999,0.364,0.619,0.381,0.603,0.687646310667085,0.269715458394008,0.0426382309389074,17,Solid R,3,0,3e-4,0,0.05892852551319506,0.6578780994452335,0.2126081774517319,0.04115072839525594,0.021353723217655732,0.008080745976927985
OH-09,High-density suburban,D,0.03389183432735947,0.1554843314056306,0.44980512909679043,0.3608187051702196,"Kaptur, Marcy",0.5870000000000001,0.365,0.6759999999999999,0.309,0.6679999999999999,0.316,0.313128988165639,0.686853306326532,1.77055078293756e-5,-14,Solid D,-3,0,0.9999,0,0.0219426466663699,0.0393723760606712,0.07548294971480403,0.472188983979864,0.3633594046893586,0.027653638888932235
OH-10,Low-density suburban,R,0.08056077126089312,0.398678513907062,0.42216942091906606,0.09859129391297887,"Turner, Michael",0.44,0.513,0.48200000000000004,0.501,0.493,0.493,0.640887457590864,0.326738997391578,0.032373545017557785,4,Likely R,2,1,0.0642,0,0.012324581736279492,0.03654011237671534,0.8517530007598669,0.07610223892718176,0.01820226106685734,0.005077805133099155
OH-11,Urban-suburban,D,0.008812207116693614,0.11651268123957742,0.4184543815828671,0.4562207300608619,"Fudge, Marcia",0.805,0.17,0.8270000000000001,0.165,0.82,0.172,0.197462056388469,0.802537943611531,0,-32,Solid D,-3,0,1,0,0.010620647280293929,0.017193133936273586,0.02805583006629969,0.0949049197698764,0.8274298312859921,0.021795637661264352
OH-12,Low-density suburban,R,0.22849645135645708,0.40210852631206606,0.3111531913078829,0.058241831023593905,NA,0.419,0.532,0.439,0.544,0.44799999999999995,0.537,0.665545354855457,0.298351936514327,0.03610270863021609,7,Lean R,1,0,0.3526,1,0.047032288946597625,0.30592130618285146,0.5478601543958935,0.06332832336394478,0.02681734001109227,0.00904058709962028
OH-13,Low-density suburban,D,0.08633700802466264,0.3693385470817507,0.4590999342452856,0.08522451064830108,"Ryan, Tim",0.511,0.446,0.629,0.354,0.623,0.358,0.322648407163543,0.677296398748068,5.51940883884625e-5,-7,Solid D,-3,0,0.9999,0,0.022326985314184027,0.06278512992155384,0.6959100277262731,0.17624937754914052,0.03352778663835469,0.009200692850493948
OH-14,Low-density suburban,R,0.21728734651192164,0.46433081561727846,0.2779273017303408,0.04045453614045906,"Joyce, David",0.42100000000000004,0.536,0.47600000000000003,0.509,0.491,0.494,0.625779044106101,0.37373275967899,4.88196214909113e-4,5,Likely R,2,1,0.1792,0,0.05544335858772094,0.32249456336443516,0.5227119966498927,0.05987974576169495,0.028825098215824217,0.010645237420432
OH-15,Rural-suburban,R,0.4342966384855543,0.2506442331740544,0.24203025055165867,0.07302887778873265,"Stivers, Steve",0.39899999999999997,0.5529999999999999,0.46299999999999997,0.519,0.461,0.522,0.661645987167725,0.338354012832275,0,7,Solid R,3,0,0.024,0,0.2561560605882322,0.5667130093792665,0.08375764387570857,0.04921706979978098,0.031455096416712014,0.01270111994029984
OH-16,Low-density suburban,R,0.1303534908728711,0.5034697544226693,0.33650801594946184,0.029668738754997752,"Renacci, Jim",0.395,0.562,0.452,0.534,0.47200000000000003,0.513,0.653293752748652,0.346706247251348,0,8,Solid R,3,0,0.0491,0,0.026695495758177586,0.09495483284016776,0.7990306067647077,0.05053647927482386,0.0211743123677769,0.007608272994346154
OK-01,Low-density suburban,Vacant,0.11700888217767706,0.37809368306974567,0.44356899606073813,0.061328438691839085,NA,0.327,0.614,0.342,0.6579999999999999,0.358,0.642,0,0,0,17,Solid R,3,0,0.0038,0,0.01882750429187499,0.05771131538517837,0.7927367489842795,0.10124549542523605,0.02284697591411777,0.006631959999313366
OK-02,Pure rural,R,0.7522904243536587,0.2044680625199507,0.04324151312639062,0,"Mullin, Markwayne",0.228,0.7290000000000001,0.322,0.6779999999999999,0.34299999999999997,0.657,0.706062409342805,0.232034068508945,0.0619035221482501,24,Solid R,3,0,2e-4,0,0.7243384473955461,0.13510905194616707,0.05089520048993055,0.03726695446350296,0.032179755122666395,0.020210590582186896
OK-03,Pure rural,R,0.6460450567802486,0.24744016787735057,0.09543410127495612,0.011080674067444691,"Lucas, Frank",0.209,0.736,0.261,0.7390000000000001,0.271,0.7290000000000001,0.782908659222683,0.217091340777317,0,27,Solid R,3,0,0,0,0.9188206528661721,0.04713522268788636,0.01349892556970419,0.0090540016122213,0.00734218827418708,0.004149008989829022
OK-04,Rural-suburban,R,0.3766973299975784,0.2901394286107391,0.3078660371184699,0.025297204273212644,"Cole, Tom",0.28300000000000003,0.657,0.32899999999999996,0.6709999999999999,0.33899999999999997,0.6609999999999999,0.69628464915123,0.260828339398818,0.0428870114499521,20,Solid R,3,0,1e-4,0,0.11870641365987662,0.6810518204956766,0.11224686968799677,0.05201773014023856,0.026167464455034442,0.009809701561177022
OK-05,High-density suburban,R,0.14050695311455663,0.2292445123956011,0.5047514002992844,0.12549713419055789,"Russell, Steve",0.39799999999999996,0.532,0.408,0.5920000000000001,0.408,0.5920000000000001,0.570923477207114,0.368082831378978,0.0609936914139074,10,Solid R,3,0,0.1974,0,0.030471421581353034,0.07143127508785742,0.194831962998902,0.6317125167794995,0.058007088362832186,0.013545735189555838
OR-01,High-density suburban,D,0.16310769985448056,0.1683716212682309,0.4578807932054227,0.21063988567186587,"Bonamici, Suzanne",0.573,0.345,0.573,0.4,0.596,0.377,0.369631970800989,0,0.630368029199011,-9,Solid D,-3,0,0.9997,0,0.032397709667147535,0.06857701361173392,0.12676479756959763,0.6602194308231311,0.09463703285310013,0.01740401547528982
OR-02,Rural-suburban,R,0.45033742428538354,0.33539962178137966,0.18827140466006523,0.0259915492731715,"Walden, Greg",0.364,0.565,0.405,0.568,0.433,0.5379999999999999,0,0.280086883665713,0.7199131163342867,11,Solid R,3,0,0.0025,0,0.2400766960740406,0.6763019010179172,0.04335167893000188,0.02053777112545891,0.01361796430368962,0.006113988548891862
OR-03,Urban-suburban,D,0.061712155215760366,0.09713411568199827,0.2615323686321575,0.5796213604700838,"Blumenauer, Earl",0.7070000000000001,0.225,0.72,0.247,0.7290000000000001,0.243,0,0.718408285493847,0.28159171450615283,-24,Solid D,-3,0,1,0,0.01684054557390449,0.023953013554968705,0.030047964848710387,0.054537386352704643,0.7982277237191983,0.07639336595051371
OR-04,Rural-suburban,D,0.38954047710175843,0.2734372826178918,0.2586439302000294,0.07837831008032041,"DeFazio, Peter",0.461,0.46,0.517,0.45,0.542,0.42700000000000005,0,0,1,0,Solid D,-3,0,0.9939,0,0.139579293585849,0.6905034379443541,0.08744537815592592,0.0455199896913751,0.026827822921689063,0.010124077700806915
OR-05,High-density suburban,D,0.2300773022245845,0.18821715288491378,0.4742510946668407,0.10745445022366108,"Schrader, Kurt",0.483,0.441,0.505,0.47100000000000003,0.53,0.442,0.430017582040589,0,0.5699824179594116,0,Solid D,-3,0,0.9973,0,0.06928904899868799,0.16082009011812595,0.24754681614177304,0.4120570682612312,0.08760354549157849,0.022683430988603523
PA-01,Low-density suburban,D,0.040683126724244185,0.4588711278114162,0.43322752236574685,0.06721822309859278,"Fitzpatrick, Brian",0.491,0.47100000000000003,0.502,0.486,0.539,0.45,0.177911423719295,0.821680729577578,4.07846703127716e-4,1,Lean R,1,0,0.2572,1,0.021673546735324383,0.05931143697004586,0.7785217721376032,0.10132170110855089,0.029848745351716048,0.009322797696759567
PA-02,Pure urban,D,0.006140196332181858,0.004694359726658931,0.05957537097395821,0.929590072967201,"Boyle, Brendan",0.7290000000000001,0.249,0.774,0.218,0.731,0.261,0.0981905283634819,0.901420969076314,3.88502560203922e-4,-25,Solid D,-3,0,1,0,0.0011791538509744114,0.0013708929832818996,0.0014834620858035846,0.0019848033620574793,0.005448917886677505,0.9885327698312052
PA-03,Pure urban,R,0.001575600558229735,0.01543852591846504,0.03312949898948164,0.9498563745338235,"Evans, Dwight",0.909,0.07,0.917,0.076,0.9179999999999999,0.078,0.972086930634117,0,0.0279130693658827,-41,Solid D,-3,0,1,1,0.003517522028416446,0.004064464041949564,0.004373492743959865,0.005726684584620126,0.015054084025772496,0.9672637525752815
PA-04,Low-density suburban,R,0.015764291690110184,0.46519890368051947,0.3539343055914493,0.16510249903792104,OPEN (no incumbent),0.578,0.385,0.561,0.428,0.595,0.396,0.65999772649767,0,0.3400022735023301,-7,Solid D,-3,0,0.998,1,0.03047664385778273,0.08136848131171781,0.6746117002702815,0.14027213437364194,0.0568012955104049,0.016469744676171107
PA-05,Urban-suburban,R,5.023615353844349e-6,0.1842859825415798,0.29233429397298977,0.5233746998700766,OPEN (no incumbent),0.626,0.344,0.634,0.35700000000000004,0.628,0.363,0.670798848915262,0.32794235492212,0.0012587961626183,-13,Likely D,-2,1,1,1,0.010202593149185537,0.016206639083476575,0.02436895495626111,0.046644571468671375,0.8716129039979271,0.03096433734447818
PA-06,Low-density suburban,R,0.08523151959121675,0.5199519796303183,0.25214000039400875,0.14267650038445617,"Costello, Ryan",0.526,0.433,0.51,0.478,0.557,0.434,0.571924378921369,0.42728445566717,7.91165411461147e-4,-2,Likely D,-2,1,0.9876,1,0.05039001869883494,0.15328363736949968,0.6203498271484187,0.09958993860440395,0.05642635529588509,0.01996022288295764
PA-07,Low-density suburban,Vacant,0.08871210915757385,0.3684239185529911,0.34103859402308057,0.20182537826635444,OPEN (no incumbent),0.48700000000000004,0.47600000000000003,0.529,0.45899999999999996,0.5660000000000001,0.42100000000000004,0,0.405174253060063,3.87199755563692e-4,-1,Lean D,-1,0,0.9384,0,0.032648990055423995,0.09530949186074594,0.5877347282168668,0.19713885387732694,0.07075491473266346,0.016413021256972863
PA-08,Rural-suburban,R,0.32758459599507517,0.3368324352639914,0.179376221069993,0.15620674767094034,"Cartwright, Matt",0.43700000000000006,0.5329999999999999,0.5529999999999999,0.434,0.5670000000000001,0.423,0.5441944851416,0.455689987449522,1.15527408877756e-4,1,Likely D,-2,1,0.883,1,0.12277322299509741,0.6387395572829012,0.127419069984313,0.055649458632762626,0.04029859489871541,0.015120096206210415
PA-09,Pure rural,R,0.47520628463124054,0.2670102178345932,0.1931727548994008,0.06461074263476543,OPEN (no incumbent),0.31,0.65,0.41200000000000003,0.5720000000000001,0.456,0.53,0.628037861345613,0,0.37196213865438765,14,Solid R,3,0,0.0069,0,0.4485603729523468,0.42583990257281074,0.057848322441091615,0.03361288242787148,0.02362433360634816,0.010514185999531125
PA-10,Low-density suburban,R,0.11804358660112951,0.44778603247833687,0.3103316101123785,0.12383877080815515,"Perry, Scott",0.434,0.523,0.46,0.526,0.486,0.503,0.700695116936179,0,0.29930488306382047,6,Lean R,1,0,0.2309,0,0.01636405667205745,0.05914931143702257,0.8570889613037997,0.04323781691783017,0.018447952264428434,0.005711901404861554
PA-11,Low-density suburban,R,0.2151329539860479,0.477855198873949,0.2194524773355486,0.08755936980445453,"Smucker, Lloyd",0.34700000000000003,0.605,0.38,0.605,0.42,0.5710000000000001,0.636221231089247,0.36306094191663,7.1782699412339e-4,14,Solid R,3,0,0.0587,0,0.07367283969813282,0.3893126677246667,0.41364013163437335,0.06883882158143825,0.03951278366633539,0.01502275569505346
PA-12,Pure rural,R,0.7009327254225677,0.11122590918092881,0.12883174755118346,0.059009617845319995,"Marino, Tom",0.297,0.6609999999999999,0.368,0.615,0.41700000000000004,0.57,0.617087560116046,0.382052943843477,8.59496040476979e-4,17,Solid R,3,0,3e-4,0,0.6477431583290009,0.16585851780172198,0.06393043974670906,0.05175682908939636,0.04463053488621688,0.026080520146955083
PA-13,Pure rural,D,0.5877682709542382,0.17528706045832143,0.1952555506395671,0.04168911794787316,OPEN (no incumbent),0.255,0.7120000000000001,0.321,0.6659999999999999,0.37,0.618,0,0.999010657349313,9.89342650686905e-4,22,Solid R,3,0,1e-4,1,0.6942736292754614,0.1762479393760476,0.050396561634477234,0.036985266921129065,0.028055450086458197,0.014041152706426337
PA-14,Rural-suburban,D,0.30895050499487614,0.44593249711483407,0.18702044106718543,0.0580965568231044,VACANT,0.33899999999999997,0.629,0.406,0.583,0.447,0.542,0,0.742553896987819,0.2574461030121813,14,Likely R,2,1,0.0105,1,0.07012530036261704,0.7631762904603802,0.1106244430203774,0.02984473538116923,0.018542869654727675,0.007686361120728416
PA-15,Pure rural,Vacant,0.7074540946356359,0.15146432012363553,0.1312396725053636,0.00984191273536497,"Thompson, Glenn",0.265,0.698,0.35700000000000004,0.626,0.426,0.5579999999999999,0.583414950662325,0.3799154036385,0.03666964569917485,20,Solid R,3,0,1e-4,0,0.7120800024889866,0.1435538744450921,0.05225707844118415,0.0399930553010107,0.03297848617709094,0.01913750314663543
PA-16,Rural-suburban,R,0.4044418191473075,0.2533133530183552,0.2503011438059483,0.09194368402838898,"Kelly, Mike",0.379,0.579,0.469,0.517,0.496,0.49,0.536620672760303,0.428185557892192,0.03519376934750585,8,Lean R,1,0,0.0434,0,0.19218571625706873,0.6080593453660774,0.09631211609724058,0.055597447274636905,0.03462198063616257,0.013223394368813802
PA-17,Low-density suburban,D,0.056733690640852395,0.4583577006634448,0.3432636946563451,0.1416449140393577,"Rothfus, Keith
Lamb, Conor",0.46799999999999997,0.494,0.47200000000000003,0.517,0.486,0.505,0.461476602458164,0.537477297586474,0.00104609995536186,3,Lean D,-1,0,0.8975,0,0.020016009234424346,0.059335580395439416,0.8029419501810171,0.07799376007465177,0.030638188526804132,0.009074511587663371
PA-18,Urban-suburban,D,0.009496733483791894,0.22014806291188552,0.35416057883960195,0.4161946247647206,"Doyle, Mike",0.621,0.34600000000000003,0.635,0.35200000000000004,0.634,0.35700000000000004,0.983935218223058,0,0.0160647817769424,-13,Solid D,-3,0,1,0,0.02140120148696157,0.03871365257800099,0.07264931160286923,0.18649962605344414,0.6463461304987718,0.03439007777995221
RI-01,Urban-suburban,D,0.023136914453687665,0.30833458605581154,0.24343565617860172,0.4250928433118991,"Cicilline, David",0.605,0.349,0.662,0.322,0.6659999999999999,0.318,0.35094403020106,0.645033773600755,0.004022196198184576,-14,Solid D,-3,0,1,0,0.04678599072511313,0.08722225447785868,0.15171306325904318,0.19034315699973842,0.4536132702450427,0.07032226429320398
RI-02,Low-density suburban,D,0.13801738245417336,0.3498727116712654,0.3068486765483205,0.20526122932624072,"Langevin, Jim",0.511,0.44,0.598,0.38299999999999995,0.599,0.38299999999999995,0.306792989683523,0.580882224588476,0.11232478572800107,-6,Solid D,-3,0,0.9998,0,0.04576141841528637,0.1470666536462821,0.5232834916827621,0.18287102510148187,0.08154486772812115,0.019472543426066326
SC-01,Low-density suburban,R,0.14248751717291808,0.5607912247388117,0.2798843078363053,0.016836950251965035,"Sanford, Mark",0.40399999999999997,0.535,0.402,0.583,0.42700000000000005,0.561,0.585570624596365,0.339942184088323,0.07448719131531197,10,Lean R,1,0,0.1233,0,0.06194735732567874,0.20803408009291444,0.5916774369686488,0.08094874150638501,0.04101742154986439,0.016374962556508575
SC-02,Rural-suburban,R,0.26818057198322476,0.5528589989809392,0.17080724421910232,0.008153184816733728,"Wilson, Joe",0.386,0.563,0.39399999999999996,0.591,0.39399999999999996,0.595,0.602453802672822,0.345270101902976,0.05227609542420224,13,Solid R,3,0,0.006,0,0.1260850063831394,0.4829755621387819,0.2640104057014349,0.06643958835226446,0.041628447482153025,0.018860989942226306
SC-03,Pure rural,R,0.5324987131161821,0.4313041019382666,0.036197184945551235,0,"Duncan, Jeff",0.29,0.67,0.33899999999999997,0.645,0.35100000000000003,0.635,0.728237932186097,0.270719793306689,0.00104227450721335,19,Solid R,3,0,0.0013,0,0.6203323269450575,0.25342112066151984,0.05887356944042112,0.030152117927108486,0.023869162965555305,0.013351702060337771
SC-04,Low-density suburban,R,0.11433117135167747,0.6521441128889509,0.22319821234871365,0.010326503410658031,"Gowdy, Trey",0.345,0.602,0.36200000000000004,0.622,0.377,0.606,0.671857138025501,0.31006189332702,0.01808096864747863,15,Solid R,3,0,1e-4,0,0.09694146728085008,0.2499661697631944,0.4522633164694441,0.1075999075081298,0.06427136224288467,0.028957776735496776
SC-05,Pure rural,R,0.4725998974774637,0.4521535266439085,0.07524657587862774,0,"Norman, Ralph",0.38799999999999996,0.573,0.436,0.551,0.43799999999999994,0.55,0.59073278684671,0.387657372364254,6.58201832890614e-4,9,Solid R,3,0,0.0293,0,0.4265354581119483,0.42019308720297555,0.07779259200442776,0.035247263445233074,0.026377933908265015,0.013853665327150376
SC-06,Pure rural,D,0.5243085450769989,0.2508479584254831,0.18850284395409225,0.036340652543425826,"Clyburn, Jim",0.6679999999999999,0.303,0.7090000000000001,0.281,0.701,0.289,0.276087924033383,0.700851906845582,0.044011808077181004,-20,Solid D,-3,0,1,0,0.6908342775493426,0.21916562420648059,0.03962998221813437,0.024524300478569447,0.017546655592072666,0.008299159955400414
SC-07,Rural-suburban,R,0.4612952488142987,0.4486760681960654,0.0900286829896359,0,"Rice, Tom",0.391,0.58,0.444,0.545,0.45299999999999996,0.536,0.609639228502434,0.35739973675392,0.03296103474364597,9,Solid R,3,0,0.0096,0,0.3835872312259203,0.46683491181546277,0.07747832055463749,0.034142247260767394,0.025063468427918786,0.012893820715293136
SD-AL,Pure rural,R,0.5274386199726336,0.24417927927389624,0.2089316977276394,0.0194504030258307,"Noem, Kristi",0.317,0.615,0.39899999999999997,0.579,0.447,0.532,0.641027858789695,0.358972141210304,0,14,Solid R,3,0,0.0168,0,0.6456986392910767,0.24765607798784808,0.04718883291466307,0.02948074362521232,0.020407627990871605,0.009568078190328223
TN-01,Rural-suburban,R,0.41338735026683743,0.5084338184636011,0.07817883126956145,0,"Roe, Phil",0.19699999999999998,0.767,0.257,0.727,0.28600000000000003,0.6990000000000001,0.783689358759016,0.154229819187827,0.06208082205315685,28,Solid R,3,0,0,0,0.2768717348832262,0.5077984162647998,0.11696806290187084,0.04662902439752479,0.034111369565609916,0.017621391986968254
TN-02,Rural-suburban,R,0.23121677336144286,0.5014667623788744,0.2486850081634167,0.018631456096265896,"Duncan, John",0.297,0.6509999999999999,0.309,0.6729999999999999,0.345,0.64,0.7564552653317,0.2435447346683,0,20,Solid R,3,0,1e-4,0,0.0771398578632923,0.40974381122341225,0.4020534967961873,0.0638675050677925,0.03372267741244682,0.01347265163686888
TN-03,Rural-suburban,R,0.4167522873002152,0.4482527833349874,0.13499492936479754,0,"Fleischmann, Chuck",0.302,0.654,0.35100000000000003,0.633,0.373,0.613,0.663943670443524,0.28844086223619,0.04761546732028593,18,Solid R,3,0,6e-4,0,0.20712486001050462,0.6589623576867092,0.07517014124250193,0.029189082916090178,0.01995734649837716,0.009596211645816918
TN-04,Rural-suburban,R,0.47369351615578076,0.35664275310354276,0.16075781318261434,0.008905917558062103,"DesJarlais, Scott",0.27399999999999997,0.6859999999999999,0.331,0.653,0.358,0.626,0.650341064655189,0.349658935344811,0,20,Solid R,3,0,0.0054,0,0.40945234453793883,0.5001861801303567,0.04604408392168473,0.021997000795059445,0.01513802672714631,0.007182363887814054
TN-05,Low-density suburban,D,0.12579915875527548,0.3506374116505515,0.4421639070754635,0.08139952251870947,"Cooper, Jim",0.565,0.382,0.5589999999999999,0.425,0.575,0.413,0.374466265025005,0.625533734974995,0,-7,Solid D,-3,0,0.9999,0,0.023149275475454718,0.07072101583084235,0.7155859864467407,0.1518388920215491,0.030368699398102866,0.008336130827310316
TN-06,Pure rural,R,0.5360494391558343,0.4319644446302632,0.03198611621390252,0,"Black, Diane",0.237,0.726,0.295,0.691,0.335,0.649,0.710865056768252,0.217916271222187,0.071218672009561,24,Solid R,3,0,0,0,0.6244738200579724,0.24838903045265187,0.05898221430183085,0.03039318077904439,0.024167079716570422,0.013594674691930065
TN-07,Pure rural,R,0.5198723256636546,0.377338775071582,0.1027888992647634,0,"Blackburn, Marsha",0.282,0.675,0.32899999999999996,0.657,0.363,0.624,0.722153556770313,0.235037637876424,0.0428088053532627,20,Solid R,3,0,2e-4,0,0.710633209732955,0.2156414591471238,0.035295241928191584,0.01802231945085402,0.013432304579034847,0.006975465161840924
TN-08,Rural-suburban,R,0.4591853532578246,0.4023874846563041,0.13842716208587122,0,"Kustoff, David",0.307,0.6629999999999999,0.32899999999999996,0.6609999999999999,0.349,0.6409999999999999,0.687524979397523,0.250855046987794,0.06161997361468241,19,Solid R,3,0,0,0,0.3348071884323599,0.5574026694063356,0.056789961981088995,0.025085976687239137,0.01744251953328984,0.008471683959686322
TN-09,High-density suburban,D,0.04113992685229498,0.23630872791761232,0.6426567809713429,0.07989456425874975,"Cohen, Steve",0.775,0.198,0.784,0.209,0.77,0.225,0.188674830356446,0.787453488532142,0.0238716811114119,-28,Solid D,-3,0,1,0,0.03801834252330989,0.07416896582357271,0.1933406297435522,0.5937408474764054,0.07898321036906389,0.021748004064095824
TX-01,Pure rural,R,0.5230520118743989,0.34059736171467464,0.13635062641092646,0,"Gohmert, Louie",0.253,0.722,0.275,0.716,0.3,0.69,0.7389683152272,0.241339585037384,0.019692099735416167,25,Solid R,3,0,0,0,0.7768267437574443,0.16967535550909327,0.025402063039989185,0.013452160152806255,0.0097437709715784,0.004899906569088592
TX-02,High-density suburban,R,0.021372580693237855,0.27990951791354923,0.4908999179105285,0.2078179834826845,"Poe, Ted",0.431,0.524,0.35600000000000004,0.629,0.37,0.62,0.60629106226369,0.360237352463376,0.0334715852729337,11,Likely R,2,1,0.0897,0,0.010839669145804004,0.023925255995531455,0.08932788643528586,0.828178210878226,0.04007522226430838,0.007653755280844284
TX-03,High-density suburban,R,0.02678056030793783,0.22977602025534827,0.59405023951508,0.14939317992163387,"Johnson, Sam",0.406,0.5479999999999999,0.342,0.643,0.37,0.61,0.61201957866065,0.345754849636771,0.042225571702578776,13,Solid R,3,0,0.0084,0,0.017662008461458416,0.035291679449847096,0.09954432731198767,0.7858286630564429,0.05004586325209787,0.011627458468165906
TX-04,Pure rural,R,0.5981251884371479,0.34479439715000426,0.0570804144128479,0,"Ratcliffe, John",0.218,0.754,0.248,0.74,0.29,0.7,0.879875720900008,0,0.120124279099992,28,Solid R,3,0,0,0,0.9071993979905842,0.059116873968046185,0.014515839949238992,0.008499165649744856,0.0068159344679730935,0.0038527879744126615
TX-05,Rural-suburban,R,0.33192559099505065,0.2857460384055809,0.26912240411757515,0.11320596648179337,"Hensarling, Jeb",0.34299999999999997,0.627,0.344,0.645,0.37,0.62,0.806060920285159,0,0.193939079714841,16,Solid R,3,0,6e-4,0,0.10434753282454583,0.6351374443075315,0.1427177689952591,0.0675857548117443,0.03750896466005898,0.012702534400860232
TX-06,High-density suburban,R,0.13591624371111607,0.27206891862150545,0.5380029178589388,0.05401191980843963,"Barton, Joe",0.419,0.542,0.408,0.579,0.42,0.57,0.583411392775599,0.39029843100521,0.0262901762191909,9,Solid R,3,0,0.0708,0,0.04480344840303851,0.1069662980058036,0.3330476557768477,0.43465291333000944,0.06308203886978363,0.01744764561451713
TX-07,Urban-suburban,R,7.17774760025584e-4,0.09569148962817806,0.4330067055705478,0.4705840300412485,"Culberson, John",0.485,0.47100000000000003,0.386,0.599,0.4,0.59,0.56173566623489,0.438264333765111,0,7,Tossup,0,1,0.4789,1,0.012160059860310062,0.019204698166276516,0.030637797880969132,0.10216562197384872,0.8088643285883995,0.026967493530196
TX-08,Rural-suburban,R,0.28844286192005175,0.5303169112985044,0.18124022678144375,0,"Brady, Kevin",0.239,0.727,0.217,0.77,0.26,0.73,1,0,0,28,Solid R,3,0,0,0,0.1213589180570913,0.543852160796897,0.22635437358711608,0.057415355422719576,0.035234133920793186,0.015785058215382876
TX-09,Urban-suburban,D,0,0.14493873761819406,0.38747836220328985,0.467582900178516,"Green, Al",0.7929999999999999,0.18,0.78,0.21100000000000002,0.76,0.23,0.1935625891801,0.8064374108199,0,-29,Solid D,-3,0,1,0,0.006502161056545106,0.010649622956668173,0.01756044226546038,0.05143913498067274,0.8996040421271343,0.014244596613519235
TX-10,Rural-suburban,R,0.2943785009426428,0.2761798913217577,0.31008305038270906,0.11935855735289044,"McCaul, Michael",0.43200000000000005,0.523,0.38799999999999996,0.591,0.43,0.56,0.573323736404351,0.384420985284709,0.0422552783109405,9,Solid R,3,0,0.0516,0,0.0985207556231286,0.47037938124795564,0.24164381393314746,0.11770521735126875,0.05495796305451272,0.016792868789986683
TX-11,Rural-suburban,R,0.39389682064505477,0.26732240218914677,0.3314569060365543,0.0073238711292442395,"Conaway, Michael",0.191,0.778,0.196,0.792,0.23,0.76,0.895024562399135,0,0.104975437600865,32,Solid R,3,0,0,0,0.16410763648319282,0.5761843579931204,0.13781072003031164,0.07257948677483918,0.03574802374378799,0.013569774974748077
TX-12,Low-density suburban,R,0.14732794464872778,0.30981802434985983,0.4349288079102202,0.10792522309119221,"Granger, Kay",0.327,0.629,0.317,0.6679999999999999,0.35,0.64,0.694000671105381,0.26854458435618,0.0374547445384384,18,Solid R,3,0,2e-4,0,0.032923226704864264,0.09965643952398018,0.5461258114021178,0.2626269953376809,0.0467593216058115,0.01190820542554527
TX-13,Rural-suburban,R,0.39613486715260837,0.312739228531693,0.2761681677678958,0.014957736547802756,"Thornberry, Mac",0.16899999999999998,0.799,0.185,0.802,0.22,0.77,0.899693548241292,0,0.10030645175870759,33,Solid R,3,0,0,0,0.09859772869186745,0.7874044716930011,0.0642708839636338,0.028239962579118223,0.015381661365302652,0.006105291707076882
